state,yr,qtr,index_nsa,index_sa,Warning
DE,2015,4,187.07,187.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2016,1,186.72,188.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2016,2,192.47,190.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2016,3,193.29,191.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2016,4,189.87,190.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2017,1,190.51,192.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2017,2,195.14,192.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2017,3,196.99,195.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2017,4,194.27,194.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2018,1,205.04,206.47,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2018,2,206.54,204.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2018,3,205.64,204.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2018,4,201.91,202.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2019,1,201.28,202.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2019,2,212.45,209.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2019,3,215.23,214.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2019,4,218.28,218.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2020,1,218.12,218.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2020,2,224.01,221.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2020,3,229.25,228.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2020,4,236.63,236.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2021,1,251.69,252.21,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2021,2,258.87,256.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2021,3,264.10,263.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE,2021,4,272.52,272.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
FL,1991,1,100.00,100.00,
FL,1991,2,100.27,100.15,
FL,1991,3,100.04,99.71,
FL,1991,4,100.73,100.38,
FL,1992,1,101.05,101.04,
FL,1992,2,100.86,100.76,
FL,1992,3,102.12,101.76,
FL,1992,4,102.44,102.11,
FL,1993,1,102.40,102.37,
FL,1993,2,103.61,103.53,
FL,1993,3,104.36,103.94,
FL,1993,4,105.20,104.92,
FL,1994,1,105.66,105.61,
FL,1994,2,106.26,106.18,
FL,1994,3,107.70,107.23,
FL,1994,4,108.13,107.92,
FL,1995,1,108.52,108.43,
FL,1995,2,108.92,108.82,
FL,1995,3,110.36,109.86,
FL,1995,4,110.33,110.20,
FL,1996,1,110.86,110.71,
FL,1996,2,111.65,111.50,
FL,1996,3,112.49,112.01,
FL,1996,4,112.39,112.33,
FL,1997,1,113.50,113.30,
FL,1997,2,113.91,113.71,
FL,1997,3,114.58,114.13,
FL,1997,4,115.60,115.58,
FL,1998,1,117.24,117.01,
FL,1998,2,118.49,118.22,
FL,1998,3,119.93,119.52,
FL,1998,4,120.83,120.78,
FL,1999,1,122.65,122.44,
FL,1999,2,124.74,124.42,
FL,1999,3,126.40,125.99,
FL,1999,4,128.20,128.11,
FL,2000,1,130.71,130.55,
FL,2000,2,133.21,132.84,
FL,2000,3,136.13,135.69,
FL,2000,4,139.07,138.91,
FL,2001,1,142.42,142.36,
FL,2001,2,146.59,146.16,
FL,2001,3,150.81,150.26,
FL,2001,4,154.53,154.32,
FL,2002,1,158.06,158.11,
FL,2002,2,163.43,162.95,
FL,2002,3,168.09,167.37,
FL,2002,4,172.81,172.56,
FL,2003,1,178.03,178.22,
FL,2003,2,183.75,183.20,
FL,2003,3,189.93,189.00,
FL,2003,4,196.63,196.38,
FL,2004,1,204.00,204.29,
FL,2004,2,215.09,214.42,
FL,2004,3,227.08,225.88,
FL,2004,4,238.04,237.81,
FL,2005,1,252.66,253.07,
FL,2005,2,270.68,269.76,
FL,2005,3,288.77,287.22,
FL,2005,4,299.31,299.10,
FL,2006,1,306.03,306.56,
FL,2006,2,310.52,309.39,
FL,2006,3,310.49,308.82,
FL,2006,4,308.23,308.04,
FL,2007,1,305.26,305.84,
FL,2007,2,302.48,301.28,
FL,2007,3,288.73,287.20,
FL,2007,4,275.33,275.12,
FL,2008,1,255.26,255.89,
FL,2008,2,236.01,235.02,
FL,2008,3,217.89,216.67,
FL,2008,4,202.93,202.74,
FL,2009,1,192.66,193.29,
FL,2009,2,189.19,188.36,
FL,2009,3,186.63,185.44,
FL,2009,4,184.38,184.22,
FL,2010,1,181.96,182.76,
FL,2010,2,180.41,179.58,
FL,2010,3,176.89,175.57,
FL,2010,4,171.91,171.82,
FL,2011,1,164.66,165.53,
FL,2011,2,166.60,165.77,
FL,2011,3,169.48,168.09,
FL,2011,4,169.03,169.00,
FL,2012,1,171.41,172.42,
FL,2012,2,177.59,176.65,
FL,2012,3,181.99,180.44,
FL,2012,4,183.50,183.52,
FL,2013,1,188.74,189.86,
FL,2013,2,197.13,196.04,
FL,2013,3,203.11,201.40,
FL,2013,4,205.86,205.95,
FL,2014,1,207.43,208.58,
FL,2014,2,213.04,211.83,
FL,2014,3,217.13,215.40,
FL,2014,4,220.64,220.78,
FL,2015,1,225.21,226.30,
FL,2015,2,232.39,231.06,
FL,2015,3,237.95,236.19,
FL,2015,4,241.58,241.80,
FL,2016,1,245.92,246.86,
FL,2016,2,254.34,252.92,
FL,2016,3,261.37,259.60,
FL,2016,4,264.63,264.95,
FL,2017,1,269.17,269.89,
FL,2017,2,276.87,275.42,
FL,2017,3,282.30,280.52,
FL,2017,4,285.57,285.99,
FL,2018,1,291.70,292.18,
FL,2018,2,299.37,297.92,
FL,2018,3,304.64,302.87,
FL,2018,4,305.49,305.88,
FL,2019,1,310.52,310.82,
FL,2019,2,316.04,314.68,
FL,2019,3,320.05,318.31,
FL,2019,4,324.54,324.79,
FL,2020,1,332.49,332.72,
FL,2020,2,339.15,337.87,
FL,2020,3,348.48,346.68,
FL,2020,4,362.55,362.59,
FL,2021,1,377.35,377.58,
FL,2021,2,404.21,402.87,
FL,2021,3,435.25,433.06,
FL,2021,4,455.81,455.59,
GA,1991,1,100.00,100.00,
GA,1991,2,100.19,99.68,
GA,1991,3,100.06,99.76,
GA,1991,4,101.11,100.63,
GA,1992,1,101.72,101.73,
GA,1992,2,101.28,100.77,
GA,1992,3,103.08,102.75,
GA,1992,4,103.20,102.72,
GA,1993,1,103.28,103.30,
GA,1993,2,104.70,104.18,
GA,1993,3,105.14,104.75,
GA,1993,4,106.13,105.68,
GA,1994,1,106.54,106.57,
GA,1994,2,108.32,107.79,
GA,1994,3,109.33,108.86,
GA,1994,4,110.14,109.73,
GA,1995,1,110.58,110.60,
GA,1995,2,112.34,111.81,
GA,1995,3,113.80,113.25,
GA,1995,4,114.98,114.62,
GA,1996,1,116.09,116.08,
GA,1996,2,117.61,117.08,
GA,1996,3,118.79,118.17,
GA,1996,4,119.03,118.71,
GA,1997,1,120.56,120.51,
GA,1997,2,121.97,121.45,
GA,1997,3,123.55,122.88,
GA,1997,4,124.77,124.46,
GA,1998,1,126.40,126.31,
GA,1998,2,128.84,128.29,
GA,1998,3,130.89,130.18,
GA,1998,4,132.76,132.44,
GA,1999,1,135.07,134.97,
GA,1999,2,137.61,137.03,
GA,1999,3,140.55,139.81,
GA,1999,4,142.24,141.87,
GA,2000,1,144.14,144.03,
GA,2000,2,147.44,146.85,
GA,2000,3,149.40,148.59,
GA,2000,4,151.37,150.95,
GA,2001,1,153.07,152.97,
GA,2001,2,155.64,155.03,
GA,2001,3,157.43,156.56,
GA,2001,4,158.68,158.20,
GA,2002,1,160.60,160.56,
GA,2002,2,161.77,161.13,
GA,2002,3,164.00,163.04,
GA,2002,4,165.84,165.32,
GA,2003,1,167.12,167.20,
GA,2003,2,168.62,167.89,
GA,2003,3,170.46,169.43,
GA,2003,4,170.76,170.20,
GA,2004,1,171.62,171.89,
GA,2004,2,174.70,173.79,
GA,2004,3,177.20,176.06,
GA,2004,4,178.81,178.26,
GA,2005,1,180.21,180.79,
GA,2005,2,184.77,183.57,
GA,2005,3,187.97,186.56,
GA,2005,4,190.79,190.40,
GA,2006,1,191.92,192.79,
GA,2006,2,195.76,194.32,
GA,2006,3,197.21,195.30,
GA,2006,4,198.70,198.64,
GA,2007,1,198.18,199.44,
GA,2007,2,202.37,200.63,
GA,2007,3,200.17,197.70,
GA,2007,4,195.87,196.32,
GA,2008,1,191.00,192.40,
GA,2008,2,190.08,188.33,
GA,2008,3,185.76,183.00,
GA,2008,4,173.31,174.02,
GA,2009,1,174.11,175.69,
GA,2009,2,172.80,171.00,
GA,2009,3,175.85,172.92,
GA,2009,4,167.53,168.47,
GA,2010,1,162.09,163.69,
GA,2010,2,166.79,164.97,
GA,2010,3,159.71,156.91,
GA,2010,4,151.16,152.04,
GA,2011,1,149.48,151.15,
GA,2011,2,148.11,146.27,
GA,2011,3,148.86,146.40,
GA,2011,4,147.19,148.01,
GA,2012,1,145.08,146.70,
GA,2012,2,152.66,150.63,
GA,2012,3,156.60,154.28,
GA,2012,4,156.99,157.69,
GA,2013,1,159.69,161.51,
GA,2013,2,168.35,165.91,
GA,2013,3,171.23,169.03,
GA,2013,4,170.70,171.40,
GA,2014,1,175.58,177.40,
GA,2014,2,179.63,176.99,
GA,2014,3,181.04,178.93,
GA,2014,4,183.08,183.84,
GA,2015,1,184.69,186.41,
GA,2015,2,191.97,189.05,
GA,2015,3,194.56,192.56,
GA,2015,4,193.90,194.78,
GA,2016,1,195.99,197.49,
GA,2016,2,204.58,201.53,
GA,2016,3,206.80,204.91,
GA,2016,4,207.50,208.43,
GA,2017,1,210.29,211.57,
GA,2017,2,218.78,215.69,
GA,2017,3,220.52,218.73,
GA,2017,4,221.59,222.44,
GA,2018,1,227.15,228.19,
GA,2018,2,235.52,232.52,
GA,2018,3,238.73,236.98,
GA,2018,4,238.42,239.13,
GA,2019,1,241.75,242.45,
GA,2019,2,250.00,247.32,
GA,2019,3,250.97,249.29,
GA,2019,4,254.09,254.50,
GA,2020,1,260.53,260.98,
GA,2020,2,266.36,264.01,
GA,2020,3,274.77,273.04,
GA,2020,4,284.46,284.56,
GA,2021,1,295.82,296.10,
GA,2021,2,312.17,309.90,
GA,2021,3,329.78,327.76,
GA,2021,4,344.24,344.01,
HI,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1991,2,97.97,98.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1991,3,100.81,100.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1991,4,100.05,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1992,1,103.36,103.43,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1992,2,98.34,98.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1992,3,102.63,102.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1992,4,102.72,102.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1993,1,101.78,101.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1993,2,103.17,103.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1993,3,99.86,99.85,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1993,4,101.98,101.81,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1994,1,99.47,99.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1994,2,101.48,101.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1994,3,100.99,101.01,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1994,4,98.74,98.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1995,1,98.75,99.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1995,2,96.91,96.72,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1995,3,94.80,94.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1995,4,95.36,95.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1996,1,91.41,91.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1996,2,94.47,94.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1996,3,90.02,90.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1996,4,89.14,88.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1997,1,86.06,86.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1997,2,83.87,83.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1997,3,84.37,84.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1997,4,84.28,84.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1998,1,83.48,83.77,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1998,2,86.30,85.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1998,3,84.74,84.89,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1998,4,84.14,83.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1999,1,84.26,84.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1999,2,82.55,82.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1999,3,83.33,83.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,1999,4,86.13,86.04,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2000,1,90.51,90.89,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2000,2,90.16,89.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2000,3,90.56,90.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2000,4,92.99,92.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2001,1,95.78,96.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2001,2,98.86,98.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2001,3,100.06,99.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2001,4,101.46,101.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2002,1,103.11,103.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2002,2,108.54,108.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2002,3,112.21,111.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2002,4,114.15,114.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2003,1,117.74,117.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2003,2,120.46,120.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2003,3,130.08,129.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2003,4,137.69,138.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2004,1,142.39,142.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2004,2,153.16,153.11,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2004,3,166.63,165.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2004,4,169.31,170.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2005,1,179.20,179.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2005,2,195.15,195.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2005,3,205.02,203.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2005,4,203.94,204.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2006,1,216.45,216.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2006,2,212.29,212.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2006,3,212.77,211.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2006,4,213.00,214.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2007,1,217.51,217.52,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2007,2,215.48,215.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2007,3,213.42,212.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2007,4,206.27,207.80,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2008,1,207.70,207.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2008,2,206.11,205.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2008,3,198.23,197.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2008,4,201.27,203.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2009,1,194.13,193.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2009,2,181.32,181.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2009,3,184.55,183.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2009,4,178.11,179.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2010,1,179.06,178.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2010,2,179.24,179.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2010,3,173.72,173.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2010,4,176.06,177.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2011,1,159.46,158.68,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2011,2,169.40,169.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2011,3,173.35,172.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2011,4,164.70,165.93,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2012,1,170.84,170.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2012,2,177.79,178.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2012,3,177.85,176.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2012,4,183.00,184.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2013,1,188.41,187.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2013,2,192.21,192.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2013,3,197.53,196.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2013,4,196.30,197.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2014,1,204.89,204.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2014,2,198.87,199.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2014,3,208.12,206.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2014,4,209.24,210.64,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2015,1,215.68,214.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2015,2,213.08,213.99,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2015,3,218.72,217.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2015,4,220.74,221.92,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2016,1,224.81,224.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2016,2,219.55,220.74,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2016,3,224.11,222.56,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2016,4,231.89,232.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2017,1,226.02,225.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2017,2,237.41,238.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2017,3,249.60,247.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2017,4,247.65,248.50,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2018,1,243.06,242.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2018,2,247.17,248.62,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2018,3,255.33,253.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2018,4,254.76,255.55,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2019,1,257.51,257.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2019,2,257.22,258.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2019,3,263.63,261.88,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2019,4,266.85,267.60,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2020,1,275.57,275.48,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2020,2,275.74,276.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2020,3,278.01,276.17,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2020,4,283.25,284.10,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2021,1,291.76,291.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2021,2,314.57,315.24,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2021,3,330.49,328.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
HI,2021,4,340.15,341.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
IA,1991,1,100.00,100.00,
IA,1991,2,101.27,100.51,
IA,1991,3,102.48,101.21,
IA,1991,4,103.09,102.54,
IA,1992,1,103.74,103.74,
IA,1992,2,106.63,105.85,
IA,1992,3,108.43,107.07,
IA,1992,4,108.78,108.21,
IA,1993,1,110.89,110.88,
IA,1993,2,112.97,112.15,
IA,1993,3,115.97,114.48,
IA,1993,4,118.15,117.58,
IA,1994,1,118.74,118.71,
IA,1994,2,120.66,119.78,
IA,1994,3,122.96,121.38,
IA,1994,4,122.83,122.30,
IA,1995,1,123.51,123.43,
IA,1995,2,126.13,125.17,
IA,1995,3,128.66,127.03,
IA,1995,4,128.88,128.37,
IA,1996,1,130.12,130.01,
IA,1996,2,132.04,130.95,
IA,1996,3,133.84,132.24,
IA,1996,4,133.53,133.02,
IA,1997,1,134.09,133.95,
IA,1997,2,136.31,135.09,
IA,1997,3,137.46,135.92,
IA,1997,4,137.95,137.45,
IA,1998,1,139.55,139.39,
IA,1998,2,142.42,141.05,
IA,1998,3,144.09,142.57,
IA,1998,4,146.50,145.94,
IA,1999,1,146.36,146.18,
IA,1999,2,150.33,148.85,
IA,1999,3,151.58,150.03,
IA,1999,4,152.49,151.87,
IA,2000,1,153.54,153.38,
IA,2000,2,156.31,154.77,
IA,2000,3,158.25,156.63,
IA,2000,4,157.77,157.08,
IA,2001,1,159.33,159.23,
IA,2001,2,161.97,160.39,
IA,2001,3,163.26,161.56,
IA,2001,4,163.98,163.23,
IA,2002,1,164.05,164.01,
IA,2002,2,167.45,165.81,
IA,2002,3,169.47,167.69,
IA,2002,4,170.40,169.58,
IA,2003,1,171.13,171.17,
IA,2003,2,173.94,172.18,
IA,2003,3,175.97,174.10,
IA,2003,4,176.21,175.38,
IA,2004,1,177.24,177.35,
IA,2004,2,181.69,179.83,
IA,2004,3,183.37,181.31,
IA,2004,4,185.14,184.34,
IA,2005,1,184.18,184.35,
IA,2005,2,190.35,188.39,
IA,2005,3,190.48,188.19,
IA,2005,4,191.00,190.24,
IA,2006,1,192.31,192.61,
IA,2006,2,196.15,194.17,
IA,2006,3,197.34,194.71,
IA,2006,4,195.96,195.25,
IA,2007,1,196.56,197.10,
IA,2007,2,199.60,197.54,
IA,2007,3,201.67,198.74,
IA,2007,4,198.13,197.42,
IA,2008,1,196.83,197.68,
IA,2008,2,198.17,196.05,
IA,2008,3,198.13,194.98,
IA,2008,4,196.16,195.55,
IA,2009,1,192.39,193.46,
IA,2009,2,195.41,193.19,
IA,2009,3,197.99,194.71,
IA,2009,4,195.03,194.44,
IA,2010,1,192.56,193.85,
IA,2010,2,197.35,194.97,
IA,2010,3,192.87,189.61,
IA,2010,4,193.95,193.42,
IA,2011,1,186.62,187.96,
IA,2011,2,192.62,190.19,
IA,2011,3,194.32,191.06,
IA,2011,4,192.31,191.80,
IA,2012,1,192.93,194.32,
IA,2012,2,196.49,193.98,
IA,2012,3,198.77,195.46,
IA,2012,4,197.39,196.91,
IA,2013,1,196.86,198.16,
IA,2013,2,203.69,201.17,
IA,2013,3,205.59,202.18,
IA,2013,4,204.59,204.08,
IA,2014,1,203.61,204.88,
IA,2014,2,208.05,205.56,
IA,2014,3,210.93,207.42,
IA,2014,4,209.52,208.96,
IA,2015,1,209.56,210.86,
IA,2015,2,215.07,212.53,
IA,2015,3,217.83,214.18,
IA,2015,4,218.76,218.22,
IA,2016,1,217.66,218.98,
IA,2016,2,223.78,221.13,
IA,2016,3,228.11,224.27,
IA,2016,4,225.92,225.43,
IA,2017,1,227.22,228.54,
IA,2017,2,233.09,230.35,
IA,2017,3,236.46,232.49,
IA,2017,4,235.68,235.19,
IA,2018,1,236.19,237.50,
IA,2018,2,245.02,242.14,
IA,2018,3,247.71,243.64,
IA,2018,4,245.90,245.30,
IA,2019,1,246.34,247.71,
IA,2019,2,251.02,248.05,
IA,2019,3,255.91,251.85,
IA,2019,4,253.87,253.12,
IA,2020,1,255.15,256.55,
IA,2020,2,262.87,259.83,
IA,2020,3,268.73,264.56,
IA,2020,4,274.78,273.80,
IA,2021,1,279.31,280.83,
IA,2021,2,293.99,290.64,
IA,2021,3,303.46,298.86,
IA,2021,4,306.79,305.55,
ID,1991,1,100.00,100.00,
ID,1991,2,101.40,100.84,
ID,1991,3,103.63,102.59,
ID,1991,4,106.22,105.37,
ID,1992,1,107.08,107.10,
ID,1992,2,109.85,109.23,
ID,1992,3,112.15,111.00,
ID,1992,4,114.83,113.94,
ID,1993,1,116.44,116.50,
ID,1993,2,119.23,118.51,
ID,1993,3,124.29,122.96,
ID,1993,4,125.09,124.18,
ID,1994,1,126.35,126.45,
ID,1994,2,130.38,129.55,
ID,1994,3,132.94,131.44,
ID,1994,4,132.81,131.94,
ID,1995,1,133.86,134.00,
ID,1995,2,135.51,134.57,
ID,1995,3,136.96,135.35,
ID,1995,4,137.47,136.73,
ID,1996,1,136.46,136.56,
ID,1996,2,138.19,137.14,
ID,1996,3,139.50,137.87,
ID,1996,4,139.64,139.03,
ID,1997,1,139.06,139.11,
ID,1997,2,140.67,139.48,
ID,1997,3,142.38,140.77,
ID,1997,4,141.40,140.91,
ID,1998,1,142.10,142.08,
ID,1998,2,144.25,142.91,
ID,1998,3,145.13,143.54,
ID,1998,4,144.67,144.30,
ID,1999,1,145.97,145.94,
ID,1999,2,148.81,147.28,
ID,1999,3,149.49,147.84,
ID,1999,4,149.73,149.52,
ID,2000,1,150.56,150.51,
ID,2000,2,152.31,150.67,
ID,2000,3,151.81,150.05,
ID,2000,4,153.64,153.52,
ID,2001,1,155.02,155.05,
ID,2001,2,158.50,156.76,
ID,2001,3,159.33,157.29,
ID,2001,4,158.17,158.18,
ID,2002,1,158.42,158.52,
ID,2002,2,162.40,160.68,
ID,2002,3,164.43,162.09,
ID,2002,4,163.85,163.91,
ID,2003,1,166.60,166.85,
ID,2003,2,169.51,167.67,
ID,2003,3,173.85,171.28,
ID,2003,4,173.43,173.52,
ID,2004,1,176.10,176.47,
ID,2004,2,185.00,182.88,
ID,2004,3,191.95,189.21,
